ApplicationId,Year,Amount
1090952,2016,110134
1090992,2016,77359
1090993,2016,100511
1090997,2016,92359
1091003,2016,77359
1091006,2016,77359
1091011,2016,77359
1091097,2016,95651
1091158,2016,38679.5
1091211,2016,90455
1091221,2016,77359
1091226,2016,77359
1091257,2016,108563
1091310,2016,91211
1091387,2016,46179.5
1091415,2016,139234
1091418,2016,92359
1091516,2016,77359
1091520,2016,77359
1091536,2016,92359
1091544,2016,89783
1091551,2016,64651.3
1091571,2016,143411
1091586,2016,77359
1091589,2016,77359
1091628,2016,46415.4
1091636,2016,77359
1091657,2016,77359
1091688,2016,77359
1091733,2016,38679.5
1091734,2016,77359
1091751,2016,92359
1091816,2016,77359
1091843,2016,125987
1091855,2016,84859
1091878,2016,77359
1091911,2016,108563
1091948,2016,110651
1091976,2016,77359
1092005,2016,77359
1092023,2016,77359
1092028,2016,92359
1092046,2016,77359
1092066,2016,77359
1092077,2016,97835
1092089,2016,77359
1092136,2016,77359
1092153,2016,46179.5
1092158,2016,95651
1092160,2016,92359
1092170,2016,77359
1092183,2016,77359
1092191,2016,88115
1092264,2016,77359
1092280,2016,77359
1092440,2016,77359
1092451,2016,110134
1092576,2016,92359
1092616,2016,77359
1091491,2016,280337.066666667
1092092,2016,367348.683333333
1092499,2016,149177
1092503,2016,364823.4875
1092547,2016,326146.575
1092674,2016,142080
1092852,2016,216973.129166667
1092933,2016,91730.3625
1077750,2016,224718
1077769,2016,262173
1077788,2016,159851
1077789,2016,207824
1077791,2016,156610
1077792,2016,178164
1077799,2016,234686
1077804,2016,125262
1077806,2016,161646
1077859,2016,228656
1077905,2016,202960
1077931,2016,220897
1077989,2016,279361
1078026,2016,945061
1078042,2016,320745
1078065,2016,255728
1078069,2016,254274
1078077,2016,302076
1078113,2016,108846
1078117,2016,183165
1078118,2016,176271
1078134,2016,173539
1078142,2016,218376
1078159,2016,123709
1078214,2016,158881
1078247,2016,130466
1078273,2016,173164
1078280,2016,201271
1078300,2016,130000
1078333,2016,459019
1078345,2016,162016
1078379,2016,217825
1078442,2016,214888
1078464,2016,133369
1078468,2016,207825
1078471,2016,215065
1078600,2016,201672
1078624,2016,516675
1078642,2016,216067
1078643,2016,135992
1078649,2016,639584
1078694,2016,122359
1078697,2016,211271
1078707,2016,250473
1078749,2016,164718
1078756,2016,326953
1078763,2016,195262
1078877,2016,255167
1078879,2016,197994
1078893,2016,201271
1078907,2016,208164
1078918,2016,217793
1078924,2016,165262
1078928,2016,201271
1078930,2016,223210
1078943,2016,216169
1078978,2016,256303
1078987,2016,137359
1079058,2016,288164
1079086,2016,222825
1079089,2016,254656
1079148,2016,489199
1079150,2016,205092
1079157,2016,173369
1079158,2016,229615
1079160,2016,189566
1079179,2016,89853
1079180,2016,198164
1079184,2016,222251
1079193,2016,222825
1079211,2016,170058
1079233,2016,188164
1079234,2016,207825
1079250,2016,173369
1079309,2016,147359
1079318,2016,204378
1079319,2016,214378
1079351,2016,168539
1079362,2016,294818
1079364,2016,236271
1079369,2016,219093
1079460,2016,304916
1079475,2016,226271
1079501,2016,1086074
1079522,2016,192968
1079542,2016,405998
1079583,2016,119652
1079586,2016,219378
1079616,2016,203122
1079645,2016,234446
1079668,2016,316350
1079670,2016,206271
1079671,2016,183164
1079672,2016,188164
1079680,2016,212782
1079696,2016,884980
1079706,2016,197824
1079712,2016,264083
1079720,2016,233692
1079739,2016,92359
1079753,2016,46581
1079756,2016,216102
1079762,2016,120466
1079834,2016,278630
1079866,2016,234174
1079891,2016,230728
1079893,2016,221271
1079924,2016,214378
1079930,2016,242417
1079946,2016,237824
1079956,2016,140819
1079995,2016,140906
1080007,2016,160505
1080020,2016,153638
1080036,2016,198504
1080045,2016,207825
1080131,2016,212636
1080146,2016,222484
1080157,2016,136476
1080183,2016,198810
1080186,2016,245058
1080197,2016,314718
1080204,2016,212018
1080246,2016,150185
1080253,2016,248164
1080259,2016,127950
1080274,2016,213265
1080298,2016,505233
1080302,2016,174718
1080307,2016,235462
1080329,2016,122359
1080330,2016,231271
1080333,2016,117359
1080387,2016,142359
1080391,2016,186271
1080405,2016,193164
1080465,2016,260388
1080468,2016,155262
1080473,2016,153369
1080491,2016,228164
1080492,2016,221271
1080498,2016,255727
1080505,2016,157359
1080507,2016,193539
1080521,2016,190632
1080530,2016,107359
1080560,2016,188164
1080582,2016,645020
1080587,2016,484344
1080604,2016,392077
1080606,2016,199633
1080652,2016,176271
1080673,2016,228164
1080682,2016,290184
1080706,2016,250882
1080746,2016,257009
1080774,2016,108538
1080784,2016,204378
1080920,2016,900524
1080938,2016,96831
1080976,2016,192825
1080985,2016,395558
1080995,2016,217824
1081001,2016,193708
1081013,2016,168539
1081026,2016,561082
1081072,2016,207825
1081124,2016,99938
1081151,2016,112359
1081167,2016,146545
1081178,2016,295262
1081182,2016,314378
1081221,2016,100466
1081225,2016,211271
1081242,2016,183539
1081252,2016,197825
1081272,2016,211271
1081290,2016,173538
1081312,2016,208165
1081320,2016,244842
1081344,2016,118471
1081355,2016,201353
1081373,2016,216271
1081376,2016,249378
1081412,2016,130466
1081433,2016,338114
1081441,2016,184518
1081443,2016,800219
1081453,2016,217825
1081461,2016,122359
1081473,2016,223164
1081478,2016,243379
1081516,2016,247961
1081564,2016,196271
1081603,2016,253164
1081667,2016,193199
1081710,2016,221271
1081718,2016,248538
1081733,2016,229378
1081734,2016,192370
1081736,2016,388707
1081743,2016,368572
1081770,2016,228539
1081786,2016,188164
1081801,2016,202825
1081844,2016,219718
1081852,2016,173978
1081869,2016,234378
1081874,2016,190246
1081901,2016,185453
1081911,2016,163197
1081916,2016,343087
1081923,2016,266272
1081933,2016,193164
1081944,2016,273265
1081947,2016,353882
1081954,2016,145262
1081984,2016,230932
1081987,2016,197725
1082022,2016,182825
1082051,2016,192825
1082076,2016,111831
1082090,2016,209718
1082127,2016,399061
1082144,2016,215346
1082157,2016,196271
1082159,2016,183165
1082197,2016,270322
1082204,2016,198164
1082215,2016,178539
1082224,2016,169733
1082250,2016,167497
1082253,2016,185246
1082257,2016,217825
1082261,2016,177274
1082271,2016,194745
1082307,2016,98438
1082313,2016,223164
1082317,2016,199718
1082318,2016,137359
1082336,2016,130466
1082342,2016,187825
1082358,2016,387558
1082364,2016,258935
1082383,2016,173164
1082401,2016,224718
1082403,2016,217825
1082406,2016,204189
1082438,2016,336362
1082439,2016,221271
1082450,2016,221271
1082458,2016,145262
1082480,2016,367724
1082524,2016,170932
1082533,2016,225743
1082556,2016,196917
1082570,2016,299925
1082572,2016,153913
1082599,2016,178164
1082600,2016,226271
1082619,2016,173369
1082665,2016,255700
1082668,2016,140003
1082914,2016,254201
1083006,2016,201271
1083010,2016,293881
1083026,2016,105262
1083036,2016,102359
1083054,2016,189718
1083064,2016,129100
1083077,2016,198538
1083079,2016,263369
1083116,2016,204513
1083131,2016,207825
1083138,2016,157359
1083139,2016,193164
1083152,2016,212824
1083172,2016,226430
1083176,2016,202085
1083187,2016,126646
1083192,2016,232297
1083198,2016,219718
1083209,2016,204718
1083307,2016,196271
1083314,2016,151842
1083334,2016,170092
1083405,2016,85466
1083408,2016,505466
1083450,2016,149938
1083456,2016,353010
1083468,2016,196646
1083480,2016,221271
1083495,2016,301263
1083496,2016,194718
1083520,2016,222893
1083536,2016,183164
1083539,2016,162825
1083548,2016,140466
1083569,2016,184718
1083596,2016,192995
1083600,2016,182825
1083612,2016,193164
1083664,2016,160262
1083685,2016,130805
1083690,2016,120466
1083704,2016,211271
1083707,2016,116831
1083744,2016,165262
1083747,2016,178539
1083779,2016,235488
1083837,2016,208164
1083855,2016,153924
1083857,2016,150466
1083885,2016,115805
1083896,2016,183369
1083898,2016,138369
1083927,2016,22093
1083938,2016,262366
1083942,2016,198164
1083961,2016,211271
1083964,2016,322359
1083980,2016,330728
1084015,2016,283630
1084017,2016,156985
1084018,2016,173539
1084032,2016,526050
1084043,2016,122359
1084050,2016,250558
1084052,2016,149067
1084081,2016,182027
1084083,2016,242825
1084130,2016,209887
1084136,2016,135466
1084197,2016,181316
1084230,2016,215257
1084237,2016,154167
1084240,2016,173369
1084244,2016,1800681
1084246,2016,194718
1084248,2016,257354
1084256,2016,211271
1084266,2016,241067
1084267,2016,225058
1084283,2016,217825
1084325,2016,273054
1084342,2016,66180
1084347,2016,171301
1084352,2016,245800
1084376,2016,270307
1084387,2016,131833
1084416,2016,272308
1084429,2016,479806
1084454,2016,235146
1084460,2016,115466
1084462,2016,194718
1084487,2016,254344
1084504,2016,211646
1084509,2016,173556
1084531,2016,280633
1084544,2016,201303
1084560,2016,152359
1084580,2016,174949
1084600,2016,186842
1084604,2016,214531
1084621,2016,199718
1084627,2016,239378
1084648,2016,171646
1084657,2016,799743
1084672,2016,181646
1084693,2016,148242
1084739,2016,236082
1084750,2016,102359
1084767,2016,184833
1084772,2016,203164
1084775,2016,211271
1084778,2016,122359
1084782,2016,154652
1084797,2016,244004
1084805,2016,219378
1084869,2016,224718
1084880,2016,186441
1084889,2016,122359
1084890,2016,170149
1084893,2016,198164
1084913,2016,283630
1084922,2016,206325
1084941,2016,175246
1084944,2016,197824
1084947,2016,444435
1084952,2016,87490
1084964,2016,226271
1084965,2016,297621
1084967,2016,350466
1084990,2016,332825
1084994,2016,174718
1085014,2016,165262
1085015,2016,203164
1085017,2016,240915
1085018,2016,245915
1085045,2016,188665
1085058,2016,110466
1085062,2016,242999
1085080,2016,256769
1085109,2016,152359
1085130,2016,95466
1085142,2016,365863
1085143,2016,194718
1085151,2016,175262
1085156,2016,213164
1085159,2016,203030
1085191,2016,227825
1085221,2016,122359
1085240,2016,231271
1085272,2016,117359
1085302,2016,254379
1085309,2016,208165
1085310,2016,155262
1085323,2016,198164
1085328,2016,139167
1085331,2016,168164
1085340,2016,102359
1085359,2016,303290
1085364,2016,95534
1085367,2016,270932
1085372,2016,187297
1085403,2016,206271
1085404,2016,133709
1085410,2016,136985
1085411,2016,268920
1085435,2016,192824
1085450,2016,177069
1085460,2016,107887
1085461,2016,131661
1085483,2016,130466
1085531,2016,338650
1085550,2016,209497
1085596,2016,301408
1085606,2016,276188
1085637,2016,222151
1085708,2016,158709
1085718,2016,189718
1085765,2016,196271
1085775,2016,192825
1085832,2016,506047
1085875,2016,192824
1085934,2016,280687
1085942,2016,327359
1085977,2016,219378
1085981,2016,196271
1085996,2016,196271
1086020,2016,193164
1086082,2016,180058
1086083,2016,117359
1086100,2016,206743
1086141,2016,378893
1086145,2016,348868
1086178,2016,218920
1086181,2016,196646
1086188,2016,100466
1086192,2016,124055
1086227,2016,239718
1086256,2016,221271
1086267,2016,157112
1086291,2016,197824
1086302,2016,302281
1086311,2016,193164
1086386,2016,587420
1086451,2016,168369
1086530,2016,130466
1086540,2016,230184
1086580,2016,163012
1086643,2016,90466
1086656,2016,102359
1086662,2016,181543
1086673,2016,240000
1086683,2016,510367
1086685,2016,132359
1086727,2016,216271
1086732,2016,162699
1086754,2016,227824
1086770,2016,127359
1086774,2016,321194
1086786,2016,374439
1086796,2016,158709
1086804,2016,354876
1086817,2016,181144
1086850,2016,280728
1086851,2016,339714
1086855,2016,80805
1086865,2016,159980
1086887,2016,189718
1086952,2016,816998
1087006,2016,280535
1087045,2016,314343
1087125,2016,199718
1087192,2016,561859
1087200,2016,379653
1087224,2016,189718
1087248,2016,255898
1087271,2016,174167
1087290,2016,185774
1087297,2016,157969
1087308,2016,197824
1087341,2016,291240
1087355,2016,140196
1087407,2016,303721
1087408,2016,214378
1087560,2016,154352
1087665,2016,125805
1087683,2016,245075
1087689,2016,130466
1087700,2016,214479
1087713,2016,173369
1087735,2016,151842
1087743,2016,233165
1087781,2016,373086
1087850,2016,246271
1087889,2016,138199
1087972,2016,202570
1087986,2016,425269
1088005,2016,151985
1088076,2016,242539
1088118,2016,134452
1088122,2016,252354
1088123,2016,137316
1088144,2016,220346
1088214,2016,217825
1088215,2016,157613
1088242,2016,165466
1088353,2016,236271
1088377,2016,102733
1088390,2016,206271
1088405,2016,321074
1088419,2016,196788
1088455,2016,558143
1088489,2016,117359
1088517,2016,315320
1088564,2016,281907
1088646,2016,270932
1088683,2016,250774
1088711,2016,178164
1088826,2016,140288
1088902,2016,309413
1088931,2016,104067
1088952,2016,137910
1089056,2016,479742
1089104,2016,422302
1089138,2016,183164
1089167,2016,219345
1089252,2016,130466
1089270,2016,160466
1089404,2016,292825
1089497,2016,221271
1089838,2016,145466
1090116,2016,317825
1090122,2016,86455
1090198,2016,86455
1091641,2016,86455
1091695,2016,86455
1091833,2016,86455
1092085,2016,86455
1092266,2016,86455
1092508,2016,86455
1092560,2016,86455
1092680,2016,86455
1078477,2016,52536
1078483,2016,91937
1078567,2016,110287
1078980,2016,110287
1079329,2016,91937
1079388,2016,110287
1079478,2016,110287
1079777,2016,78803
1079785,2016,110287
1079842,2016,91937
1080518,2016,78803
1080820,2016,91937
1081884,2016,110287
1082186,2016,65670
1082548,2016,110287
1083920,2016,91937
1084178,2016,94532
1077633,2016,122329
1077636,2016,150162
1077677,2016,122329
1077691,2016,122329
1077694,2016,150162
1077703,2016,122329
1077867,2016,167383
1077934,2016,135162
1077966,2016,135162
1078029,2016,182383
1078037,2016,177383
1078061,2016,182383
1078164,2016,135162
1078168,2016,137329
1078186,2016,122329
1078220,2016,122329
1078243,2016,167383
1078360,2016,122329
1078399,2016,147996
1078407,2016,147996
1078494,2016,122329
1078523,2016,150162
1078541,2016,135162
1078671,2016,182383
1078730,2016,182383
1078737,2016,182383
1078752,2016,167383
1078808,2016,182383
1078901,2016,147996
1078985,2016,122329
1079004,2016,122329
1079133,2016,122329
1079136,2016,167383
1079187,2016,162996
1079238,2016,162996
1079257,2016,147996
1079267,2016,137329
1079301,2016,137329
1079352,2016,135162
1079400,2016,167383
1079422,2016,135162
1079438,2016,135162
1079467,2016,122329
1079492,2016,162996
1079561,2016,167383
1079611,2016,135162
1079621,2016,137329
1079646,2016,135162
1079679,2016,182383
1079700,2016,122329
1079715,2016,137329
1079904,2016,122329
1079929,2016,147996
1080001,2016,135162
1080042,2016,167383
1080206,2016,147996
1080321,2016,162996
1080404,2016,137329
1080593,2016,147996
1080806,2016,122329
1080856,2016,182383
1080887,2016,167383
1080963,2016,122329
1081143,2016,167383
1081175,2016,147996
1081288,2016,122329
1081328,2016,122329
1081334,2016,162996
1081356,2016,167383
1081421,2016,122329
1081858,2016,167383
1082045,2016,147996
1082138,2016,182383
1082141,2016,167383
1076729,2016,152574
1076774,2016,169975
1076796,2016,526287
1076817,2016,523059
1082894,2017,102942
1082910,2017,102942
1082922,2017,56932
1082924,2017,102942
1082934,2017,102942
1082989,2017,113863
1083009,2017,113863
1083057,2017,102942
1083090,2017,113863
1083101,2017,45545
1083105,2017,61765
1083136,2017,113863
1083298,2017,113863
1083309,2017,102942
1083311,2017,102942
1083394,2017,102942
1083572,2017,102942
1083656,2017,102942
1083811,2017,113863
1084163,2017,113863
1084254,2017,51471
1084344,2017,113863
1084351,2017,113863
1084417,2017,102942
1084706,2017,102942
1084816,2017,102942
1084927,2017,113863
1085203,2017,113863
1085509,2017,113863
1085662,2017,102942
1085752,2017,102942
1085754,2017,102942
1085842,2017,113863
1085984,2017,102942
1086029,2017,102942
1086825,2017,113863
1086977,2017,102942
1086993,2017,102942
1087062,2017,102942
1087114,2017,113863
1087172,2017,102942
1087836,2017,113863
1087957,2017,102942
1087975,2017,113863
1088737,2017,113863
1088855,2017,102942
1088966,2017,102942
1089039,2017,102942
1089966,2017,102942
1090148,2017,102942
1090221,2017,102942
1090236,2017,113863
1090415,2017,102942
1090440,2017,102942
1090445,2017,113863
1090456,2017,113863
1090505,2017,102942
1090507,2017,102942
1077898,2017,549931
1078046,2017,529942
1078068,2017,690134
1078106,2017,578734
1078190,2017,493158
1078444,2017,506113
1078557,2017,653505
1078579,2017,645933
1078609,2017,500093
1078927,2017,400049
1079022,2017,561986
1079078,2017,627031
1079102,2017,495072
1079421,2017,556675
1079502,2017,611310
1079625,2017,664672
1079648,2017,562692
1079864,2017,572505
1080401,2017,499664
1088279,2017,64651.3
1088295,2017,77359
1088313,2017,77359
1088318,2017,77359
1088334,2017,77359
1088366,2017,77359
1088389,2017,77359
1088426,2017,77359
1088436,2017,77359
1088448,2017,77359
1088449,2017,77359
1088535,2017,77359
1088634,2017,77359
1088673,2017,77359
1088703,2017,77359
1088733,2017,77359
1088735,2017,64651.3
1088738,2017,64651.3
1088785,2017,77359
1088813,2017,77359
1088930,2017,77359
1088964,2017,77359
1089072,2017,77359
1089250,2017,77359
1089395,2017,77359
1089398,2017,46179.5
1089403,2017,77359
1089415,2017,38679.5
1089698,2017,77359
1089718,2017,77359
1089763,2017,77359
1089853,2017,92359
1089898,2017,46179.5
1090035,2017,77359
1090108,2017,77359
1090129,2017,77359
1090146,2017,77359
1090184,2017,77359
1090204,2017,77359
1090229,2017,77359
1090302,2017,64651.3
1090351,2017,77359
1090403,2017,77359
1090408,2017,77359
1090428,2017,92359
1090444,2017,77359
1090462,2017,77359
1090500,2017,46179.5
1090510,2017,92359
1090517,2017,77359
1090521,2017,77359
1090612,2017,77359
1090644,2017,77359
1090648,2017,77359
1090678,2017,64651.3
1090694,2017,84859
1090716,2017,77359
1090759,2017,77359
1090778,2017,84859
1090828,2017,54151.3
1090875,2017,77359
1090888,2017,77359
1090890,2017,77359
1090898,2017,77359
1090904,2017,81109
1090906,2017,46179.5
1090952,2017,77359
1090992,2017,77359
1090993,2017,77359
1090997,2017,92359
1091003,2017,77359
1091006,2017,77359
1091011,2017,77359
1091097,2017,77359
1091158,2017,38679.5
1091211,2017,77359
1091221,2017,77359
1091226,2017,77359
1091257,2017,77359
1091310,2017,77359
1091387,2017,46179.5
1091415,2017,77359
1091418,2017,92359
1091516,2017,77359
1091520,2017,77359
1091536,2017,92359
1091544,2017,77359
1091551,2017,64651.3
1091571,2017,77359
1091586,2017,77359
1091589,2017,77359
1091628,2017,46415.4
1091636,2017,77359
1091657,2017,77359
1091688,2017,77359
1091733,2017,38679.5
1091734,2017,77359
1091751,2017,92359
1091816,2017,77359
1091843,2017,77359
1091855,2017,84859
1091878,2017,77359
1091911,2017,77359
1091948,2017,92359
1091976,2017,77359
1092005,2017,77359
1092023,2017,77359
1092028,2017,92359
1092046,2017,77359
1092066,2017,77359
1092077,2017,77359
1092089,2017,77359
1092136,2017,77359
1092153,2017,46179.5
1092158,2017,77359
1092160,2017,92359
1092170,2017,77359
1092183,2017,77359
1092191,2017,77359
1092264,2017,77359
1092280,2017,77359
1092440,2017,77359
1092451,2017,77359
1092576,2017,92359
1091491,2017,261177.033333333
1092092,2017,321530.458333333
1092499,2017,104887.791666667
1092503,2017,318197.154166667
1092547,2017,411448.033333333
1092674,2017,135662
1092852,2017,195256.956666667
1092933,2017,78354.925
1077750,2017,224718
1077769,2017,242173
1077788,2017,130379
1077789,2017,192824
1077791,2017,156610
1077792,2017,224972
1077799,2017,191271
1077804,2017,125262
1077806,2017,161646
1077859,2017,228656
1077905,2017,197960
1077931,2017,103797
1077989,2017,231271
1078026,2017,945061
1078042,2017,285745
1078065,2017,255728
1078069,2017,254274
1078077,2017,282076
1078113,2017,110883
1078117,2017,193165
1078118,2017,231271
1078134,2017,168539
1078142,2017,255084
1078159,2017,87359
1078214,2017,162428
1078247,2017,130466
1078273,2017,173164
1078280,2017,201271
1078300,2017,130000
1078333,2017,473491
1078345,2017,162016
1078379,2017,217825
1078442,2017,214888
1078464,2017,138369
1078468,2017,207825
1078471,2017,235863
1078600,2017,201672
1078624,2017,516675
1078642,2017,216067
1078643,2017,125992
1078649,2017,614046
1078694,2017,122359
1078697,2017,211271
1078707,2017,240473
1078749,2017,87359
1078756,2017,326953
1078763,2017,175262
1078877,2017,273257
1078879,2017,192994
1078893,2017,191271
1078907,2017,183164
1078918,2017,138823
1078924,2017,160262
1078928,2017,150466
1078930,2017,218210
1078943,2017,221169
1078978,2017,196769
1078987,2017,112359
1079058,2017,228164
1079086,2017,212825
1079089,2017,157036
1079148,2017,390102
1079150,2017,185092
1079157,2017,186369
1079158,2017,224615
1079160,2017,189566
1079179,2017,99853
1079180,2017,193164
1079184,2017,227251
1079193,2017,222825
1079211,2017,175058
1079233,2017,188164
1079234,2017,225431
1079250,2017,173369
1079309,2017,122359
1079318,2017,204378
1079319,2017,286737
1079351,2017,173539
1079362,2017,259818
1079364,2017,251271
1079369,2017,214835
1079460,2017,171953
1079475,2017,206271
1079501,2017,1111074
1079522,2017,164807
1079542,2017,315998
1079583,2017,119652
1079586,2017,219378
1079616,2017,203122
1079645,2017,239446
1079668,2017,329484
1079670,2017,196271
1079671,2017,193164
1079672,2017,218164
1079680,2017,204378
1079696,2017,884980
1079706,2017,197824
1079712,2017,264083
1079720,2017,215787
1079739,2017,177825
1079756,2017,191102
1079762,2017,125466
1079834,2017,288630
1079866,2017,244174
1079891,2017,158369
1079893,2017,221271
1079924,2017,214378
1079930,2017,242417
1079946,2017,227824
1079956,2017,135819
1079995,2017,115906
1080007,2017,155505
1080020,2017,57606
1080036,2017,172155
1080045,2017,197825
1080131,2017,183164
1080146,2017,227484
1080157,2017,136476
1080183,2017,132359
1080186,2017,209888
1080197,2017,184718
1080204,2017,212018
1080246,2017,160185
1080253,2017,280897
1080259,2017,157950
1080274,2017,213265
1080298,2017,329146
1080302,2017,247077
1080307,2017,196102
1080329,2017,209378
1080330,2017,211271
1080387,2017,227825
1080391,2017,171271
1080405,2017,193164
1080465,2017,260388
1080468,2017,160262
1080473,2017,153369
1080491,2017,208164
1080492,2017,221271
1080498,2017,219873
1080505,2017,137359
1080507,2017,163539
1080521,2017,185632
1080530,2017,107359
1080560,2017,203164
1080582,2017,464122
1080587,2017,484344
1080604,2017,392077
1080606,2017,162825
1080652,2017,176271
1080673,2017,163164
1080706,2017,263841
1080746,2017,262009
1080774,2017,146684
1080784,2017,204378
1080920,2017,685524
1080938,2017,89595
1080976,2017,192825
1080985,2017,187825
1080995,2017,217824
1081001,2017,198708
1081013,2017,168539
1081026,2017,566082
1081072,2017,217825
1081151,2017,112359
1081167,2017,146545
1081178,2017,270262
1081182,2017,224378
1081225,2017,211271
1081242,2017,168539
1081252,2017,197825
1081272,2017,211271
1081290,2017,173538
1081312,2017,203165
1081320,2017,293301
1081355,2017,201353
1081373,2017,221271
1081376,2017,249378
1081412,2017,125466
1081433,2017,343114
1081441,2017,184518
1081443,2017,800219
1081453,2017,222825
1081461,2017,122359
1081473,2017,198164
1081478,2017,243379
1081516,2017,212961
1081564,2017,191271
